id,target
4941,3411889.051395284
51775,1297659.081718902
115253,1712811.3762100253
299321,1016112.6531626815
173570,513422.1687682548
30862,1481881.8971484348
244471,1737867.3191608607
127794,3887572.323444879
71558,1593615.182952916
218011,990277.3238426647
148208,2338409.4637321266
155735,3996082.016064644
100698,2302152.827376939
241403,1695449.5874317167
195272,6532975.998412341
238663,1512190.6611629217
262957,3346033.6995694404
207082,5543934.670685023
298896,1092485.883297356
220946,1197148.6764797815
74581,847579.7364118221
253578,3012720.7183668846
47620,1967899.4704413617
92772,1795585.0323784677
116904,1790968.1110885171
208352,2119638.844498838
76044,962472.7338350199
202667,3668801.2812814973
62134,2621841.8793128426
277353,2214825.0007920996
64194,2314701.291463255
295822,2854208.7053572387
27391,1990759.9601588186
203500,1347368.6686088946
264505,4151951.023998927
297455,1535380.0569042943
137985,3064298.963600542
47622,2064460.6049469975
21911,1328245.0096110748
94181,1814186.5661441174
68117,1302381.2219020526
39648,798366.5165731463
73722,2205988.9068606137
133456,1201308.3219023738
30763,3374524.990434436
58096,1182887.0411260782
126979,1193730.0742234548
149636,1843839.063113949
27810,1874808.4845768872
272001,3041522.8826475604
114617,2816010.9962042784
190693,2656394.8661078117
219814,1819165.9653484926
67164,1935429.1782271415
83961,2142938.8625427084
254122,4431496.622275361
141378,5690543.371324401
151754,1165422.254160496
125013,607624.3124668655
273552,996011.728708253
201853,3753236.5789987366
99511,4487151.605993937
25140,2879914.4243928087
7603,1205227.1827531992
84095,5468130.587737616
84071,2212455.9479294256
151177,1271502.2351350004
294081,1499118.8675737188
88694,1470060.1645960456
99932,4183878.4495386286
14442,3690231.8916416056
162220,1405481.4061586908
163631,2721395.463916225
49023,1446990.4696481593
80644,2874279.039631439
274016,4275003.793762737
64876,5090221.722615604
156696,3262591.1574736326
295991,1768094.5584454592
192037,2215066.0481702737
118765,1509941.380420163
94748,4336395.974508416
251764,2462880.2741033924
60381,636775.6775158857
283938,620483.3164753855
195995,958589.6633006264
112778,1843741.4272870068
76727,1439066.9712762483
21435,1633626.2376467409
17468,2155888.6736823227
225673,2618043.990810793
79759,2179613.852712026
257599,4704572.936184677
270720,2030349.0341279507
153801,6328129.050140397
92266,4614430.649120012
207329,2434696.007809265
243955,4885312.6164563075
288928,2653038.2001003628
186600,2239624.072722789
48005,3826505.539722566
212520,4539734.467419331
294075,1303385.8941275715
131575,4490589.4739346495
202057,2379275.1256549703
239160,1334746.6677843095
92611,1155810.8924725659
268351,4583251.851167425
259109,1588274.3798182202
265328,1340010.0455676583
229144,1506849.5884532814
261302,1533215.7340242276
84117,2065073.9440249351
31189,2233637.9681743183
107254,1436146.1955426151
192798,5216563.485654706
28083,2091805.2611738057
118789,2336231.669256402
2152,2758459.1759699313
287026,1359205.3021275841
249169,2146026.000623633
137539,4926007.939200291
46291,1071976.829261211
30233,2739258.519666231
175145,1308625.2202057787
50676,662099.5977246084
71570,5529593.966280946
219843,5186131.643831052
36279,5129158.390131111
66052,1161222.8644537257
252609,1799882.298976544
24783,2922124.35015982
299327,2459630.7431448638
95349,2743460.943637247
46332,770512.89720219
91240,4667131.51732868
5445,4924277.940099951
272876,1516819.2778739037
43811,4609873.309622342
217082,3109160.0095966244
100370,2785380.4754537833
258874,1191555.1865395268
121949,1146537.3658348147
212950,507794.8930236566
200057,2085766.5794275117
229177,1829342.3719663399
287838,1130267.0169544425
213118,2110871.347780242
176475,1494469.299214713
118176,3553616.434608462
209024,3774375.9079747554
221906,1636216.175817699
42493,1858191.1884703515
223728,4272799.793083147
141993,2441902.5014280532
55675,1828951.4341931143
224087,5877968.609458324
83655,929073.7791622363
61917,1933650.8086015284
153665,1618418.4434922398
155758,3883006.0545508135
190393,3061611.1979209417
231050,1211594.7318742722
201122,1909826.0264273935
59267,1109624.864229598
262487,3761613.767301098
188582,2100677.6498871185
131814,3628268.018746614
73949,2398720.8285366446
154308,2653373.378739031
167194,4022578.7896379936
277393,1951417.4072653297
196835,4604968.9482716955
91690,1763536.634953781
162086,4672097.355917286
231058,1917691.1250013285
54120,3291954.0864602015
247858,2435799.1819928903
98092,775469.411357404
271915,2206366.431807198
44677,1131171.2187507693
56078,877238.5009849274
129375,2706433.438720991
133361,3009773.328742901
85866,1349612.6324480018
191559,4377069.885058749
218728,1405297.5605137516
208771,2329182.5466066315
109195,1049779.880309434
39549,2581101.2555865454
169828,2494500.9329729103
57416,1874962.3623593864
33193,2762494.5492408085
173865,2373892.1721071624
50919,5112671.958132034
108504,1139254.322936646
72963,4393906.656965918
270712,4340610.38151203
63504,1566712.8438567696
26896,1507388.2940198
261152,1415919.978373195
8838,1099536.6815449672
16064,2636501.962891242
107661,1720254.5160941053
130161,1423764.4158607775
179573,4393657.370860375
116121,951272.7657380917
32234,1033600.2288768332
191736,1304639.2287788715
57456,5844762.466634568
160502,1040495.8358243558
215795,4504677.101358327
126714,2147648.106011254
173047,1076307.5572995082
97726,1851053.562452691
193811,1301904.9680964146
17156,4135311.7460612054
71055,1371312.4766732594
193990,1206786.5402358728
52059,3940649.474384883
274757,2239920.5030453024
1558,2675764.1432853695
253081,1157128.3431270989
181909,1967122.4912132833
145269,5112048.73881721
186660,2539272.1589585994
6479,1278590.5619376437
249414,1107157.531095284
43182,3683946.942348485
248529,2435899.106829926
125724,2049470.6678973653
214268,1394849.2977513673
270767,1389080.8140752148
141103,1950624.6976307011
292203,3191624.46226427
62008,1370669.0843614656
89122,5375430.624346524
47736,3383674.207217313
222505,3219070.8915862655
29628,735091.4864014471
202216,3805206.6121882843
194828,3704361.2016834468
18649,1076702.1057484841
199020,1535437.4479510179
111554,1057508.8536346187
244687,5667135.5279881405
230919,2339879.532749796
42397,6030175.7187465085
221946,2664711.738193815
168390,1224906.749527027
175576,1080962.9352717563
153541,1054542.5422223115
74055,1926400.7714530346
233828,3374721.690069922
131312,1115269.4864302564
224154,2504502.355681845
266743,1187060.555031173
15594,1353535.0389879558
227419,2144337.0258548274
115531,2493629.791028399
12282,1089306.8348894008
21847,1383696.7599512497
86772,1179455.710472447
193139,1656072.8035335352
100472,2218769.35334166
177774,2538952.5270772753
224462,2249412.969655456
255020,1410736.6858879009
140852,4536234.573320891
6484,1549990.1824610487
97191,2155010.4026880455
218796,2170039.9322942314
146934,486264.6364336109
183990,1031094.1475194416
150347,2460356.536475423
291295,3454907.600093431
175531,1766625.373423786
80284,1553446.1347028809
64297,1626177.9288774293
221587,1391064.4342929372
145984,2413269.942330496
266813,1077774.663016247
53725,987155.0683890124
171137,3632051.2308367114
212764,750066.1711435578
30683,1301418.6213402795
204086,4498554.560688417
78594,6288390.385791384
162787,1065923.8313918142
212279,1342231.2110958758
33141,3979050.9560895474
13870,2381004.465362659
205831,4897984.975179273
285806,2327825.6183262314
13820,1281706.8488436923
198918,1176315.150921169
165989,2456296.5179438107
81377,3865946.230174433
149867,1141389.1950354008
192119,1229299.9660664198
180210,1243623.780805218
147051,5064757.00460039
127638,2455600.187741958
291867,1829634.6134634616
178582,3484656.2527096635
127544,2565871.4064955134
235717,2325953.269280843
171723,1236349.132510656
161574,1235198.3163761778
75409,1770000.882035906
90035,1257026.3167568624
42840,1188152.6158893732
8581,6861088.957425602
13664,2412253.0690452196
247464,1105314.9832550453
96424,5020575.908814653
194898,2288971.1976398057
283532,1897085.6028495764
69531,2757082.2789507513
237884,1527690.855801399
261893,4234617.116849533
150376,1052958.6694810675
182443,2167235.326975049
224406,2856206.2799670845
171332,1582616.2471583774
140442,3814453.020322416
154939,1474452.5305021757
131259,2757240.5084369723
162293,1282833.7813028158
292709,5182465.456415823
264845,2571963.6436442668
166131,3980591.6001501107
132328,1416523.9338356352
208063,1738035.4282107705
48322,3107141.365238733
16624,534989.0035167213
4734,5424765.740286155
189590,2455146.6311090617
101739,3710049.1892377306
111000,4599371.824164847
198444,1054271.5826704868
16638,5474192.495715664
55638,3662096.559241688
258788,1595826.7627861602
238820,2445864.0981284594
115603,2003621.920566037
246939,5426645.474184113
191530,1218305.487646007
11213,2521552.2363302764
27388,1818439.6358738795
229061,2351583.8794774646
251977,786493.084149791
23366,1360886.3856163942
10057,4113135.0178489615
112593,1985286.5131475702
268565,1265733.3595835657
157455,2601370.8494772804
59187,3901700.749603009
70372,2283318.461557238
126007,3835927.518404894
197380,1262491.5585949067
271738,3053557.009839377
194635,2466177.597024775
165242,1910887.4268859238
47838,827221.818286165
29771,1084984.1416909248
257199,597435.4208404296
61814,2043483.853233284
208348,2867270.7154242382
191265,3258366.233174792
2157,3529130.859350186
188784,1102515.2107051993
95787,1631506.1674049217
238436,4830910.253124728
239163,1543916.7791312798
295072,582905.788577093
104338,2753504.9667338617
291607,752013.3176414674
21708,2158753.9494088246
143149,2040636.4388279435
137148,3846529.7371254675
78780,1267406.6836361776
92536,1342933.4731123566
271294,1530985.549086797
79847,2776570.1570378304
274306,1150579.9521750705
153714,3573081.976171644
117114,1728462.9606708414
295580,1593322.538181536
153341,1841227.5690210029
242231,1220051.0023588247
17420,5363578.862037509
52376,1481339.9025886988
71440,518730.2934058879
254000,1666741.6018109815
199108,1441038.8756210178
146464,2751758.78880414
154057,5602033.951092997
276394,1315973.6598408045
106502,2297821.739728569
84374,3724815.5669321422
253180,1672281.3326139941
236365,1118953.2275446663
182279,4472354.914948914
221109,5833071.300059777
289706,1069091.4752616107
291438,4225295.182746342
71066,2483128.442812936
122789,5579893.000139058
194910,2344334.203850805
145391,1614502.7628990796
199164,1266253.762793283
266382,1289645.2032718356
271414,3759568.8400074267
167801,1359314.5307513808
61371,4340772.654891122
228790,1033196.0989622282
290878,5784939.830313152
144980,812342.0457156397
119483,1366460.3182277826
18604,1053867.8470515897
138393,1604923.7897102772
83163,1919424.4285518222
77727,768397.0428386715
224928,7248537.898137336
28596,1414994.4602863307
